product_A,price_A,tier_A,product_B,price_B,tier_B,pair_sales_count,avg_buyer_score,high_intent_ratio,bundle_strategy_type
Google Light Pen Green,2.943,Low,Google PNW Campus Mug,10.531,Low,3,8331.3,100,General Bundle
Google Light Pen Green,2.943,Low,Google Mural Sticky Note Pad,19.436,Mid,3,5601.3,100,General Bundle
Google Light Pen Red,2.921,Low,Google NYC Campus Mug,11.852,Low,3,7904,100,General Bundle
Google Light Pen Red,2.921,Low,Google Zip Hoodie F/C,59.99,High,3,2288.7,100,Add-on Strategy (업셀링)
Google Light Pen Red,2.921,Low,Google Pen White,2,Low,3,4940.7,100,General Bundle
Google Light Pen Red,2.921,Low,Google Pen Bright Blue,1.998,Low,3,5872,100,General Bundle
Google Light Pen Red,2.921,Low,Google Mouse Pad Navy,5,Low,3,3903.3,100,General Bundle
Google Magnet,7.77,Low,Google Toddler Hero Tee Black,23.774,Mid,3,5720.7,100,General Bundle
Google Magnet,7.77,Low,Google Red Kids Sunglasses,4.988,Low,3,5720.7,100,General Bundle
Google Men's Puff Jacket Black,114.48,High,Google Woodtop Bottle Black,29.978,High,3,3384.3,100,Premium Set (VIP 타겟)
Google Men's Tech Fleece Grey,88.985,High,Google Men's Tech Fleece Vest Charcoal,77.891,High,3,4807.7,100,Premium Set (VIP 타겟)
Google Men's Tech Fleece Grey,88.985,High,Google Perk Thermal Tumbler,19.848,Mid,3,5930.8,100,General Bundle
Google Men's Tech Fleece Grey,88.985,High,Google Toddler FC Zip Hoodie,34.96,High,3,3490.6,100,Premium Set (VIP 타겟)
Google Metallic Notebook Set,5.998,Low,YouTube Twill Sandwich Cap Black,13,Low,3,5338.7,100,General Bundle
Google Metallic Notebook Set,5.998,Low,Google Thermal Tumbler Navy,17.912,Mid,3,2308,100,General Bundle
Google Metallic Notebook Set,5.998,Low,Google Youth Badge Tee Olive,23.655,Mid,3,3863.3,100,General Bundle
Google Metallic Notebook Set,5.998,Low,Google Navy Speckled Tee,29.997,High,3,5038.3,100,Add-on Strategy (업셀링)
Google Metallic Notebook Set,5.998,Low,Google Pen Red,1.907,Low,3,8012.7,100,General Bundle
Google Metallic Notebook Set,5.998,Low,Google Pen Grass Green,1.997,Low,3,8007,100,General Bundle
Google Mountain View Campus Ladies Tee,24.197,Mid,Google Red Speckled Tee,29.944,High,3,5851.5,100,General Bundle
Google Mountain View Campus Ladies Tee,24.197,Mid,Google NYC Campus Sticker,1.994,Low,3,4831.3,100,General Bundle
Google Mouse Pad Navy,5,Low,YouTube Twill Sandwich Cap Black,13,Low,3,3611.7,100,General Bundle
Google Mural Mug,16.729,Mid,Super G Unisex Joggers,36.973,High,3,4268.3,100,General Bundle
Google Mural Notebook,23.184,Mid,Google Mural Socks,14.96,Low,3,2337,100,General Bundle
Google Mural Socks,14.96,Low,YouTube Crew Socks,15.999,Low,3,1399.7,100,General Bundle
Google Mural Socks,14.96,Low,Google Women's Grid Zip-Up,62.975,High,3,1557.7,100,Add-on Strategy (업셀링)
Google Mural Socks,14.96,Low,YouTube Transmission Journal Red,15.997,Low,3,1399.7,100,General Bundle
Google Mural Socks,14.96,Low,Womens Google Striped LS,,,3,7657.7,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Google Recycled Writing Set,4.698,Low,3,3095.7,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Google Mural Sticky Note Pad,19.436,Mid,3,5095.3,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Maze Pen,1,Low,3,5931.3,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Google Utility Bag Grey,9.973,Low,3,3012,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Noogler Android Figure,15.997,Low,3,3055.3,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Google NYC Campus Sticker,1.994,Low,3,5526.3,100,General Bundle
Google Mural Sticker Sheet,2.993,Low,Google Women's Grid Zip-Up,62.975,High,3,4735.3,100,Add-on Strategy (업셀링)
Google NYC Campus Bottle,19.87,Mid,Google NYC Campus Sticker,1.994,Low,3,3157,100,General Bundle
Google NYC Campus Bottle,19.87,Mid,Google NYC Campus Zip Hoodie,54.226,High,3,8009.8,100,General Bundle
Google NYC Campus Ladies Tee,23.962,Mid,Google Red Speckled Tee,29.944,High,3,4470.3,100,General Bundle
Google NYC Campus Ladies Tee,23.962,Mid,Google NYC Campus Mug,11.852,Low,3,4054.7,100,General Bundle
Google NYC Campus Lapel Pin,5.984,Low,Google SF Campus Lapel Pin,5.102,Low,3,3967,100,General Bundle
Google NYC Campus Lapel Pin,5.984,Low,Google NYC Campus Mug,11.852,Low,3,4307.7,100,General Bundle
Google NYC Campus Lapel Pin,5.984,Low,Google NYC Campus Sticker,1.994,Low,3,4530.3,100,General Bundle
Google NYC Campus Mug,11.852,Low,Google PNW Campus Unisex Tee,21.634,Mid,3,9153.7,100,General Bundle
Google NYC Campus Mug,11.852,Low,Google PNW Campus Lapel Pin,5.667,Low,3,11755.3,100,General Bundle
Google NYC Campus Mug,11.852,Low,Google Seattle Campus Sticker,1.971,Low,3,11755.3,100,General Bundle
Google NYC Campus Mug,11.852,Low,Google PNW Campus Zip Hoodie,50.775,High,3,8206.3,100,Add-on Strategy (업셀링)
Google NYC Campus Sticker,1.994,Low,Google PNW Campus Mug,10.531,Low,3,5790.7,100,General Bundle
Google NYC Campus Zip Hoodie,54.226,High,Google Toddler FC Zip Hoodie,34.96,High,3,3923,100,Premium Set (VIP 타겟)
Google NYC Campus Zip Hoodie,54.226,High,Google Sherpa Zip Hoodie Charcoal,68.523,High,3,4150.3,100,Premium Set (VIP 타겟)
Google Navy Speckled Tee,29.997,High,YouTube Icon Tee Grey,21.99,Mid,3,1646.3,100,General Bundle
Google Navy Speckled Tee,29.997,High,Google Youth Hero Tee Grey,23.976,Mid,3,3916.8,100,General Bundle
Google Navy Speckled Tee,29.997,High,Google Pen White,2,Low,3,6227,100,Add-on Strategy (업셀링)
Google PNW Campus Bottle,19.082,Mid,Google Seattle Campus Mug,10.777,Low,3,9304.7,100,General Bundle
Google PNW Campus Mug,10.531,Low,Google Pen Citron,1.967,Low,3,11079.7,100,General Bundle
Google PNW Campus Tote,10.442,Low,Google Seattle Campus Mug,10.777,Low,3,5443,100,General Bundle
Google PNW Campus Unisex Tee,21.634,Mid,Google Seattle Campus Mug,10.777,Low,3,7127.3,100,General Bundle
Google PNW Campus Zip Hoodie,50.775,High,Google Seattle Campus Mug,10.777,Low,3,8732.7,100,Add-on Strategy (업셀링)
Google Packable Bag Black,19.859,Mid,Google Seaport Tote,59.2,High,3,8068,100,General Bundle
Google Pen Bright Blue,1.998,Low,Maze Pen,1,Low,3,7256.7,100,General Bundle
Google Pen Citron,1.967,Low,Maze Pen,1,Low,3,6108,100,General Bundle
Google Pen Citron,1.967,Low,Womens Google Striped LS,,,3,9227,100,General Bundle
Google Pen Citron,1.967,Low,Google Pen White,2,Low,3,6648,100,General Bundle
Google Pen Grass Green,1.997,Low,Maze Pen,1,Low,3,7256.7,100,General Bundle
Google Pen Grey,1.993,Low,Google Pen Neon Coral,1.947,Low,3,10237.3,100,General Bundle
Google Pen Grey,1.993,Low,Google Pen Red,1.907,Low,3,8487.3,100,General Bundle
Google Pen Neon Coral,1.947,Low,Maze Pen,1,Low,3,7420.7,100,General Bundle
Google Pen Red,1.907,Low,Google Perk Thermal Tumbler,19.848,Mid,3,9233,100,General Bundle
Google Pen White,2,Low,Google Youth Hero Tee Grey,23.976,Mid,3,6959,100,General Bundle
Google Perk Thermal Tumbler,19.848,Mid,Google Zip Hoodie F/C,59.99,High,3,4808.4,100,General Bundle
Google Perk Thermal Tumbler,19.848,Mid,Google Woodtop Bottle Black,29.978,High,3,5106,100,General Bundle
Google Recycled Pen Black,2,Low,Google Recycled Pen Green,2,Low,3,5367,100,General Bundle
Google Recycled Writing Set,4.698,Low,Noogler Android Figure,15.997,Low,3,3991,100,General Bundle
Google Red Kids Sunglasses,4.988,Low,Google Toddler Hero Tee Black,23.774,Mid,3,5720.7,100,General Bundle
Google Red Speckled Tee,29.944,High,Unisex Google Pocket Tee Grey,,,3,3425,100,General Bundle
Google Red Speckled Tee,29.944,High,Google Thermal Tumbler Navy,17.912,Mid,3,7917.7,100,General Bundle
Google Red Speckled Tee,29.944,High,YouTube Icon Tee Charcoal,21.983,Mid,3,2902,100,General Bundle
Google Red YoYo,3.895,Low,Google Sunglasses,3.974,Low,3,3435.7,100,General Bundle
Google Seattle Campus Mug,10.777,Low,Google Sunnyvale Campus Mug,10.676,Low,3,2585.3,100,General Bundle
Google Small Cable Organizer Blue,2.999,Low,Keyboard DOT Sticker,2,Low,3,2994,100,General Bundle
Google Soft Modal Scarf,44.025,High,Google Zip Hoodie F/C,59.99,High,3,1922.3,100,Premium Set (VIP 타겟)
Google Sunglasses,3.974,Low,Keyboard DOT Sticker,2,Low,3,3193.2,100,General Bundle
Google Sunglasses,3.974,Low,YouTube Twill Sandwich Cap Black,13,Low,3,4663,100,General Bundle
Google Sunnyvale Campus Zip Hoodie,51.461,High,Google Utility BackPack,119.961,High,3,1383.3,100,Premium Set (VIP 타겟)
Google Tee Green,21.981,Mid,Google Tee Yellow,21.977,Mid,3,9117,100,Volume Builder (크로스셀링)
Google Tee Grey,19.225,Mid,Google Tee Yellow,21.977,Mid,3,7994.3,100,Volume Builder (크로스셀링)
Google Toddler FC Zip Hoodie,34.96,High,Mommy Works at Google Book,19.47,Mid,3,2778.3,100,General Bundle
Google Utility Bag Grey,9.973,Low,Super G Unisex Joggers,36.973,High,3,2781.3,100,Add-on Strategy (업셀링)
Google Women's Grid Zip-Up,62.975,High,Google Woodtop Bottle Black,29.978,High,3,3526,100,Premium Set (VIP 타겟)
Google Women's Grid Zip-Up,62.975,High,Google Zip Hoodie F/C,59.99,High,3,3194.3,100,Premium Set (VIP 타겟)
Google Youth Hero Tee Grey,23.976,Mid,Google Youth Hero Tee Maroon,23.892,Mid,3,6684,100,Volume Builder (크로스셀링)
Google Zip Hoodie F/C,59.99,High,YouTube Icon Tee Grey,21.99,Mid,3,2146,100,General Bundle
Google Zip Hoodie F/C,59.99,High,Keyboard DOT Sticker,2,Low,3,2046.7,100,Add-on Strategy (업셀링)
Keyboard DOT Sticker,2,Low,Noogler Android Figure,15.997,Low,3,2681.3,100,General Bundle
Maze Pen,1,Low,Womens Google Striped LS,,,3,4428.7,100,General Bundle
Stan and Friends Toddler Tee Green,20.876,Mid,Stan and Friends Youth Tee Green,23.304,Mid,3,3860,100,Volume Builder (크로스셀링)
YouTube Crew Socks,15.999,Low,YouTube Iconic Play Pin,7.996,Low,3,2110.3,100,General Bundle
YouTube Icon Tee Charcoal,21.983,Mid,YouTube Play Mug,12.986,Low,3,2876,100,General Bundle
YouTube Icon Tee Charcoal,21.983,Mid,YouTube Icon Tee Grey,21.99,Mid,3,2489,100,Volume Builder (크로스셀링)
YouTube Icon Tee Grey,21.99,Mid,YouTube Iconic Play Pin,7.996,Low,3,1359.7,100,General Bundle
YouTube Icon Tee Grey,21.99,Mid,YouTube Twill Sandwich Cap Black,13,Low,3,1981,100,General Bundle
YouTube Iconic Play Pin,7.996,Low,YouTube Transmission Journal Red,15.997,Low,3,1475,100,General Bundle
YouTube Iconic Play Pin,7.996,Low,YouTube Jotter Task Pad,2.999,Low,3,1414.3,100,General Bundle
YouTube Jotter Task Pad,2.999,Low,YouTube Twill Sandwich Cap Black,13,Low,3,894,100,General Bundle
YouTube Leather Strap Hat Black,16.921,Mid,YouTube Twill Sandwich Cap Black,13,Low,3,1952.3,100,General Bundle
YouTube Leather Strap Hat Black,16.921,Mid,YouTube Play Mug,12.986,Low,3,1335.7,100,General Bundle
