item_name,item_category,abandoned_count,total_lost_revenue,avg_lost_value
YouTube Crew Socks,Home/Apparel/,8,0,0
YouTube Leather Strap Hat Black,Home/Apparel/,8,0,0
YouTube Twill Sandwich Cap Black,Home/Apparel/,8,0,0
Google Toddler Hero Tee Olive,Home/Apparel/Kids/,19,0,0
Android Pocket Toddler Tee White,Home/Apparel/Kids/,19,0,0
Google Campus Bike Mini Backpack,Backpacks/,8,0,0
Stainless Straight Straw/Cleaner,Mugs & Tumblers/,17,0,0
YouTube Play Mug,Mugs & Tumblers/,17,0,0
Stainless Bent Straw/Cleaner,Mugs & Tumblers/,17,0,0
Google Campus Bike Grid Task Pad,Home/Shop by Brand/Google/,37,0,0
Google Confetti Pen White,Home/Shop by Brand/Google/,37,0,0
Google Campus Bike Tote Navy,Home/Shop by Brand/Google/,31,0,0
Google Confetti Slim Task Pad,Home/Shop by Brand/Google/,37,0,0
Google Austin Campus Mug,Google,1,0,0
Google Premium Sunglasses,Home/Shop by Brand/Google/,38,0,0
YouTube Icon Tee Grey,Home/Apparel/,79,0,0
Stan and Friends Onesie Green,Home/Apparel/,86,0,0
Google Blue Stojo Cup,Home/Shop by Brand/Google/,271,0,0
Google Land & Sea Tote Bag,Home/Shop by Brand/Google/,178,0,0
(not set),(not set),58,0,0
Android Iconic 4&quot; Decal,Home/Stationery/Stickers/,182,0,0
YouTube Icon Tee Grey,Men's T-Shirts/,123,0,0
Google Badge Heavyweight Pullover Black,Home/Shop by Brand/,7,0,0
Google Thermal Tumbler Navy,Shop by Brand,1,0,0
Maze Pen,Home/Shop by Brand/,23,0,0
Google Felt Luggage Tag,Accessories/,1,0,0
Android Iconic Pin,Accessories/,1,0,0
Google Clear Framed Blue Shades,Accessories/,1,0,0
Google Red Kids Sunglasses,Accessories/,1,0,0
Google Yellow YoYo,Accessories/,1,0,0
YouTube Iconic Play Pin,Accessories/,1,0,0
Google Maps Pin,Accessories/,1,0,0
Google Mini Kick Ball,Accessories/,1,0,0
Google Premium Sunglasses,Accessories/,1,0,0
Android Hipster Pin,Accessories/,1,0,0
Google Clear Framed Yellow Shades,Accessories/,1,0,0
YouTube Leather Strap Hat Black,Apparel,12,0,0
Google Canteen Bottle Black,Home/Shop by Brand/,13,0,0
Google Speckled Beanie Navy,Shop by Brand,1,0,0
Google Utility Bag Grey,Home/Shop by Brand/,11,0,0
Google Cambridge Campus Sticker,Home/Sale/,75,0,0
Google Boulder Campus Sticker,Home/Sale/,74,0,0
Google Kirkland Campus Sticker,Home/Sale/,75,0,0
Google Bellevue Campus Sticker,Home/Sale/,75,0,0
YouTube Iconic Play Pin,Lifestyle/,1,0,0
YouTube Play Mug,Lifestyle/,1,0,0
Google Youth FC Zip Hoodie,Apparel,3,0,0
Google Leather Strap Hat Black,Home/Apparel/,77,0,0
Google Felt Refillable Journal,Home/Stationery/Notebooks/,5,0,0
Google Recycled Notebook Set Natural,Home/Stationery/Notebooks/,5,0,0
Google Mural Notebook,Home/Stationery/Notebooks/,6,0,0
Google Kirkland Campus Lapel Pin,Home/Campus Collection/,4,0,0
Stan and Friends Tee Green,Home/Apparel/Men's / Unisex/,69,0,0
Android Small Trace Journal Black,Home/Shop by Brand/Android/,15,0,0
Android Geek Pin,Home/Shop by Brand/Android/,15,0,0
Android Iconic Mug Gray,Android,4,0,0
Android Super Hero 3D Framed Art,Home/Shop by Brand/Android/,13,0,0
Android Hipster Pin,Home/Shop by Brand/Android/,15,0,0
Android Pocket Onesie White,Home/Apparel/Kids/,24,0,0
Google Austin Campus Bottle,Home/Campus Collection/,9,0,0
Google Austin Campus Tote,Home/Campus Collection/,10,0,0
Google Austin Campus Ladies Tee,Home/Campus Collection/,17,0,0
Google Glass Bottle,Water Bottles/,6,0,0
Android Buoy Bottle,Water Bottles/,6,0,0
Google Woodtop Bottle Black,Water Bottles/,6,0,0
Google Cork Base Tumbler,Water Bottles/,6,0,0
Android Iconic Glass Bottle Green,Water Bottles/,6,0,0
Google Mural Bottle,Water Bottles/,5,0,0
Google Cup Cap Tumbler Grey,Water Bottles/,6,0,0
Google Campus Bike Bottle,Water Bottles/,6,0,0
Google Tudes Recycled Tee,Women's T-Shirts/,2,0,0
Google Dino Game Tee,Women's T-Shirts/,2,0,0
Google F/C Long Sleeve Tee Charcoal,Women's T-Shirts/,2,0,0
Google Eco Tee Black,Women's T-Shirts/,2,0,0
Google F/C Long Sleeve Tee Ash,Women's T-Shirts/,2,0,0
Google Mountain View Tee Blue,Women's T-Shirts/,2,0,0
YouTube Icon Tee Grey,Women's T-Shirts/,2,0,0
YouTube Icon Tee Charcoal,Women's T-Shirts/,2,0,0
Google Campus Bike Eco Tee Navy,Women's T-Shirts/,2,0,0
Google Women's Eco Tee Black,Women's T-Shirts/,2,0,0
Google Chicago Campus Bottle,Home/Sale/,7,0,0
Google SF Campus Bottle,Home/Sale/,5,0,0
Google Boulder Campus Bottle,Home/Sale/,4,0,0
Google Cambridge Campus Bottle,Home/Sale/,5,0,0
Google Austin Campus Bottle,Home/Sale/,7,0,0
Google Cork Card Holder,Google,2,0,0
Google Chicago Campus Bottle,Campus Collection,2,0,0
Google Speckled Beanie Grey,Apparel,6,0,0
Google Youth F/C Pullover Hoodie,Apparel,4,0,0
Supernatural Paper Tote,Home/Eco-Friendly/,105,0,0
Google Land & Sea French Terry Sweatshirt,Eco-Friendly,4,0,0
Google Cork Card Holder,Home/Eco-Friendly/,105,0,0
Google Cork Tablet Case,Home/Eco-Friendly/,105,0,0
Google Beekeepers Tee Mint,Men's T-Shirts/,10,0,0
Android Pocket Tee Navy,Men's T-Shirts,5,0,0
Google Austin Campus Zip Hoodie,Campus Collection,2,0,0
Google Zip Hoodie F/C,Home/Shop by Brand/,13,0,0
Google Sherpa Zip Hoodie Charcoal,Home/Apparel/,24,0,0
Google Land & Sea Journal Set,Home/Stationery/,21,0,0
Google Infant Charcoal Onesie,Kids,27,0,0
Google Crew Striped Athletic Sock,Home/Apparel/,28,0,0
Google Speckled Beanie Grey,Home/Apparel/,25,0,0
Stan and Friends Tee Green,Men's T-Shirts/,4,0,0
Stan and Friends Youth Tee Green,Men's T-Shirts/,4,0,0
Stan and Friends Toddler Tee Green,Men's T-Shirts/,4,0,0
Google Beekeepers Youth Tee Pink,Men's T-Shirts/,5,0,0
Google Beekeepers Onesie Pink,Men's T-Shirts/,5,0,0
Stan and Friends Onesie Green,Men's T-Shirts/,4,0,0
Google Beekeepers Toddler Tee Pink,Men's T-Shirts/,5,0,0
Google Men's Tech Fleece Vest Charcoal,Apparel,3,0,0
Google Felt Strap Keyring,Home/Eco-Friendly/,2,0,0
Supernatural Paper Backpack,Home/New/,5,0,0
Google Recycled Pen Black,Home/New/,10,0,0
Google Super G Tumbler (Blue Lid),Home/New/,5,0,0
Google Recycled Pen Green,Home/New/,9,0,0
Supernatural Paper Lunch Sack,Home/New/,4,0,0
Google Super G Tumbler (Red Lid),Home/New/,5,0,0
Google Seaport Tote,Home/New/,4,0,0
#IamRemarkable Lapel Pin,Home/New/,9,0,0
Supernatural Paper Tote,Home/New/,5,0,0
Google Chicago Campus Bottle,Home/Campus Collection/,12,0,0
Google Chicago Campus Ladies Tee,Home/Campus Collection/,13,0,0
Google Blue Stojo Cup,New,1,0,0
Supernatural Paper Lunch Sack,More Bags/,1,0,0
Google Mesh Bag Blue,More Bags/,1,0,0
Google Laptop Sleeve Charcoal,More Bags/,1,0,0
Google Incognito Dopp Kit V2,More Bags/,1,0,0
Google Striped Penny Pouch,More Bags/,1,0,0
Google Utility Bag Grey,More Bags/,1,0,0
Google Incognito Messenger Bag,More Bags/,1,0,0
Google Mesh Bag Red,More Bags/,1,0,0
Google Confetti Accessory Pouch,More Bags/,1,0,0
Google Campus Bike Carry Pouch,More Bags/,1,0,0
Google Beekeepers Onesie Pink,Home/Sale/,3,0,0
Google Seattle Campus Lapel Pin,Home/Campus Collection/,9,0,0
Flamingo and Friends Tee Blue,Men's T-Shirts,3,0,0
Google Austin Campus Tote,Campus Collection,1,0,0
Android Pocket Youth Tee Navy,Apparel,1,0,0
Google Mouse Pad Navy,Google,2,0,0
Google Pen Neon Coral,Home/Stationery/Writing/,2,0,0
Android Iconic Pen,Home/Stationery/Writing/,2,0,0
Google Pen Lilac,Home/Stationery/Writing/,2,0,0
Google Recycled Pen Black,Home/Stationery/Writing/,2,0,0
Google Pen Red,Home/Stationery/Writing/,2,0,0
Google Confetti Pen White,Home/Stationery/Writing/,2,0,0
Google Chrome Dino Light Up Water Bottle,Home/Shop by Brand/Google/,11,0,0
Google Black Cloud Zip Hoodie,Home/Shop by Brand/Google/,11,0,0
Google Mural Notebook,Google,3,0,0
Android Iconic Notebook,Home/Stationery/Notebooks/,10,0,0
Google F/C Long Sleeve Tee Charcoal,Men's / Unisex,18,0,0
Google Crew Socks,Home/Shop by Brand/Google/,8,0,0
Google F/C Long Sleeve Tee Ash,Home/Shop by Brand/Google/,4,0,0
Google Youth FC Tee Charcoal,Home/Shop by Brand/Google/,2,0,0
Google Crew Striped Athletic Sock,Home/Shop by Brand/Google/,6,0,0
Google Infant Charcoal Onesie,Home/Shop by Brand/Google/,2,0,0
Google Youth FC Longsleeve Charcoal,Home/Shop by Brand/Google/,2,0,0
Google Toddler FC Tee Charcoal,Home/Shop by Brand/Google/,2,0,0
Google F/C Long Sleeve Tee Charcoal,Home/Shop by Brand/Google/,4,0,0
Google Women's Microfleece Jacket Black,Home/Shop by Brand/Google/,9,0,0
Google Crew Combed Cotton Sock,Home/Shop by Brand/Google/,6,0,0
Google Crewneck Sweatshirt Navy,Home/Shop by Brand/Google/,6,0,0
Google Mural Sticky Note Pad,Stationery,4,0,0
Google Women's Discovery Lt. Rain Shell,Home/Sale/,26,0,0
Google LA Campus Zip Hoodie,Home/Sale/,19,0,0
Google Boulder Campus Zip Hoodie,Home/Sale/,26,0,0
Google Women's Tech Fleece Vest Charcoal,Home/Sale/,26,0,0
Google Sunnyvale Campus Bottle,Google,2,0,0
Google Austin Campus Tote,Home/Sale/,3,0,0
Google Austin Campus Ladies Tee,Home/Sale/,3,0,0
Google Austin Campus Unisex Tee,Home/Sale/,3,0,0
Google Red Kids Sunglasses,Home/Shop by Brand/,34,0,0
#IamRemarkable Unisex Hoodie,Home/Shop by Brand/,34,0,0
YouTube Small Sticker Sheet,Home/Shop by Brand/,34,0,0
Google Heathered Pom Beanie,Apparel,2,0,0
Google Utensil Set,Lifestyle/,26,0,0
Google Heather Green Speckled Tee,Women's T-Shirts,1,0,0
Android Garden Tee Orange,Home/Sale/,1,0,0
Flamingo and Friends Tee Blue,Home/Sale/,2,0,0
Google Beekeepers Tee Mint,Home/Sale/,2,0,0
Google LA Campus Unisex Tee,Home/Sale/,2,0,0
Stan and Friends Tee Green,Home/Sale/,2,0,0
Google Cork Base Tumbler,Home/New/,7,0,0
Google Boulder Campus Lapel Pin,Home/Campus Collection/,9,0,0
Google Boulder Campus Ladies Tee,Home/Campus Collection/,9,0,0
Google Boulder Campus Bottle,Home/Campus Collection/,9,0,0
Mural Food Container,Lifestyle/Small Goods/,1,0,0
Google Medium Pet Collar (Red/Yellow),Lifestyle/Small Goods/,1,0,0
Google Large Pet Leash (Blue/Green),Lifestyle/Small Goods/,1,0,0
Google Medium Pet Leash (Red/Yellow),Lifestyle/Small Goods/,1,0,0
Google Medium Pet Leash (Blue/Green),Lifestyle/Small Goods/,1,0,0
Google Medium Pet Collar (Blue/Green),Lifestyle/Small Goods/,1,0,0
Mommy Works at Google Book,Lifestyle/Small Goods/,1,0,0
Google Large Pet Collar (Blue/Green),Lifestyle/Small Goods/,1,0,0
Daddy Works at Google Book,Lifestyle/Small Goods/,1,0,0
Google Large Pet Collar (Red/Yellow),Lifestyle/Small Goods/,1,0,0
Google Land & Sea Tech Taco,Lifestyle/Small Goods/,1,0,0
Google Women's Tech Fleece Grey,Home/Apparel/Women's/,14,0,0
YouTube Standards Zip Hoodie Black,Home/Apparel/Women's/,14,0,0
Google Chrome Dinosaur Collectible,Google,5,0,0
Google Glass Bottle,Lifestyle,3,0,0
Google Mesh Bag Red,Lifestyle/,54,0,0
#IamRemarkable Pen,Home/Shop by Brand/#IamRemarkable/,7,0,0
Google Beekeepers Toddler Tee Pink,Home/Apparel/,8,0,0
Google Beekeepers Onesie Pink,Home/Apparel/,8,0,0
Stan and Friends Youth Tee Green,Home/Apparel/,7,0,0
Google Red Kids Sunglasses,Lifestyle/,9,0,0
Google Mural Bottle,Google,2,0,0
Stainless Straight Straw/Cleaner,Home/Eco-Friendly/,5,0,0
Stainless Bent Straw/Cleaner,Home/Eco-Friendly/,5,0,0
Google NYC Campus Unisex Tee,Sale,13,0,0
Snowflake Android Cardboard Sculpture,Home/Sale/,2,0,0
Android Lumberjack Pin,Home/Sale/,2,0,0
Android Geek Pin,Home/Sale/,2,0,0
Android Hipster Pin,Home/Sale/,2,0,0
Android Iconic Hat Black,Home/Sale/,8,0,0
Google SF Campus Lapel Pin,Home/Campus Collection/,11,0,0
Google SF Campus Ladies Tee,Home/Campus Collection/,11,0,0
Google Pen Grass Green,Home/Stationery/,7,0,0
Android Large Removable Sticker Sheet,Stationery,3,0,0
Android SM S/F18 Sticker Sheet,Stationery,1,0,0
Google Pen Neon Coral,Home/Stationery/,7,0,0
Android Iconic 4&quot; Decal,Home/Stationery/,8,0,0
Google Pen Grey,Home/Stationery/,7,0,0
Google Pen Citron,Home/Stationery/,7,0,0
Google Pen Lilac,Home/Stationery/,7,0,0
Google Pen Bright Blue,Home/Stationery/,7,0,0
Google Sunnyvale Campus Ladies Tee,Home/Shop by Brand/Google/,19,0,0
Google Mountain View Campus Ladies Tee,Home/Shop by Brand/Google/,19,0,0
Google Raincoat Navy,Home/Shop by Brand/Google/,25,0,0
Google Land & Sea Women's Eco Tee,Home/Shop by Brand/Google/,19,0,0
Google Sunnyvale Campus Zip Hoodie,Home/Shop by Brand/Google/,19,0,0
Android Pocket Tee Green,Home/Apparel/Men's / Unisex/,7,0,0
Google Mural Socks,Home/Shop by Brand/Google/,4,0,0
Google Heathered Pom Beanie,Home/Shop by Brand/Google/,9,0,0
Google Leather Strap Hat Black,Home/Shop by Brand/Google/,4,0,0
Google Toddler Hero Tee Black,Home/Shop by Brand/Google/,4,0,0
Google Leather Strap Hat Blue,Home/Shop by Brand/Google/,7,0,0
YouTube Icon Tee Charcoal,Home/Apparel/Women's/,14,0,0
Google Unisex Pride Eco-Tee Black,Home/Apparel/Women's/,15,0,0
Google Large Pet Leash (Blue/Green),Small Goods,2,0,0
Google Large Pet Leash (Red/Yellow),Small Goods,1,0,0
Google Cork Passport Holder,Eco-Friendly,3,0,0
Google Campus Bike Eco Tee Navy,Home/Eco-Friendly/,3,0,0
Google Dino Game Tee,Home/Eco-Friendly/,3,0,0
Google Cotopaxi Shell,Home/Eco-Friendly/,3,0,0
Google Women's Eco Tee Black,Home/Eco-Friendly/,3,0,0
Android Iconic Crewneck Sweatshirt,Android,1,0,0
Google Tech Taco,Eco-Friendly,4,0,0
Google Women's Discovery Lt. Rain Shell,Sale,10,0,0
Android Super Hero 3D Framed Art,Android,3,0,0
Google Sunnyvale Campus Mug,Home/New/,6,0,0
Google Sunnyvale Campus Tote,Home/New/,5,0,0
Google Sunnyvale Campus Sticker,Home/New/,5,0,0
Android Garden Tee Orange,Men's T-Shirts,1,0,0
Google Crewneck Sweatshirt Grey,Shop by Brand,2,0,0
Google Chrome Dinosaur Collectible,Lifestyle,2,0,0
Supernatural Paper Tote,Lifestyle/Bags/,1,0,0
Supernatural Paper Backpack,Lifestyle/Bags/,5,0,0
Google Large White Gift Bag 5/PK,Lifestyle/Bags/,7,0,0
Google Mural Tote,Lifestyle/Bags/,1,0,0
Google Totepak,Lifestyle/Bags/,1,0,0
Google Incognito Techpack V2,Lifestyle/Bags/,5,0,0
Google Incognito Zip Pack,Lifestyle/Bags/,5,0,0
Supernatural Paper Lunch Sack,Lifestyle/Bags/,1,0,0
Google Incognito Laptop Organizer,Lifestyle/Bags/,5,0,0
Google Recycled Pen Black,Eco-Friendly,1,0,0
Google PNW Campus Unisex Tee,Google,2,0,0
#IamRemarkable Ladies T-Shirt,Women's,1,0,0
Google Dino Game Tee,Google,2,0,0
Google Jotter Task Pad,Home/Stationery/,3,0,0
Google LA Campus Lapel Pin,Sale,4,0,0
Supernatural Paper Lunch Sack,Bags,2,0,0
Google Blue Stojo Cup,Lifestyle/Drinkware/,5,0,0
Google Maps Pin,Small Goods,7,0,0
Google Confetti Slim Task Pad,Home/Sale/,9,0,0
Google Hemp Tote,Home/Sale/,4,0,0
Google Utility Bag Grey,Home/Sale/,5,0,0
Google Light Pen Red,Home/Sale/,4,0,0
Google Cotopaxi Shell,Women's,3,0,0
Google Eco Tee Black,Home/Shop by Brand/Google/,3,0,0
Google Clear Pen 4-Pack,Home/Shop by Brand/Google/,4,0,0
Google Camp Mug Ivory,Home/Shop by Brand/Google/,4,0,0
Google Mini Kick Ball,Home/Shop by Brand/Google/,3,0,0
Google Laptop and Cell Phone Stickers,Home/Shop by Brand/Google/,2,0,0
Google Women's Striped L/S,Sale,1,0,0
Google Heather Green Speckled Tee,Home/Apparel/,2,0,0
Google Campus Bike Eco Tee Navy,Apparel,12,0,0
Google Cambridge Campus Tote,Home/Sale/,1,0,0
Google Cambridge Campus Ladies Tee,Home/Sale/,1,0,0
Google Cambridge Campus Unisex Tee,Home/Sale/,1,0,0
Google Cork Card Holder,Sale,6,0,0
Google Cork Tablet Case,Sale,3,0,0
Android Iconic Hat Green,Android,2,0,0
Google Women's Tech Fleece Grey,Home/Shop by Brand/Google/,7,0,0
Google Men's Puff Jacket Black,Home/Shop by Brand/Google/,7,0,0
Google Incognito Zip Pack,Home/Shop by Brand/Google/,6,0,0
Google Women's Puff Jacket Black,Home/Shop by Brand/Google/,7,0,0
Google Women's Softshell Moss,Home/Shop by Brand/Google/,7,0,0
Google Men's Softshell Moss,Home/Shop by Brand/Google/,7,0,0
Google Sherpa Vest Black,Home/Shop by Brand/Google/,7,0,0
Google Men's Tech Fleece Vest Charcoal,Home/Shop by Brand/Google/,7,0,0
Google Men's Tech Fleece Grey,Home/Shop by Brand/Google/,8,0,0
Google Mesh Bag Blue,Lifestyle,1,0,0
YouTube 25 oz Gear Cap Bottle Black,Lifestyle/Drinkware/,2,0,0
Google Super G Tumbler (Red Lid),Lifestyle/Drinkware/,3,0,0
Android Pocket Onesie Navy,Apparel,2,0,0
Google Mural Sticky Note Pad,Sale,2,0,0
Google Toddler Tee White,Apparel,1,0,0
Google Cork Journal,Home/Stationery/Notebooks/,12,0,0
Android Jotter Task Pad,Home/Stationery/Notebooks/,10,0,0
Google 24 oz Ring Bottle Red,Water Bottles/,1,0,0
Google Bottle Cleaner,Water Bottles/,1,0,0
Google Cork Base Tumbler,New,9,0,0
Google Seattle Campus Ladies Tee,Home/Sale/,2,0,0
Google Super G Tumbler (Blue Lid),New,6,0,0
Google Magnet,Lifestyle/,8,0,0
Google Phone Stand Bamboo,Lifestyle/,9,0,0
Google Youth FC Zip Hoodie,Google,3,0,0
#IamRemarkable Water Bottle,Lifestyle,2,0,0
Google Utensil Set,Lifestyle,5,0,0
Google Red Speckled Tee,Home/Apparel/Women's/,2,0,0
Google F/C Long Sleeve Tee Ash,Home/Apparel/Women's/,2,0,0
Google Dino Game Tee,Home/Apparel/Women's/,2,0,0
Google NYC Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Seattle Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Cambridge Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google LA Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Kirkland Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Boulder Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google PNW Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Bellevue Campus Sticker,Home/Shop by Brand/Google/,9,0,0
Google Toddler Hero Tee Olive,Kids,2,0,0
Google Sherpa Zip Hoodie Navy,Home/Shop by Brand/Google/,1,0,0
Google Sherpa Zip Hoodie Charcoal,Home/Shop by Brand/Google/,1,0,0
Google Chrome Dino Light Up Water Bottle,Drinkware,2,0,0
Essential Canvas Tote,Lifestyle/Bags/,4,0,0
Google Campus Bike Mini Backpack,Lifestyle/Bags/,4,0,0
Google Incognito Flap Pack,Lifestyle/Bags/,4,0,0
Google Sunnyvale Campus Tote,New,3,0,0
Google Crewneck Sweatshirt Navy,Men's / Unisex,1,0,0
Google Chicago Campus Tote,Home/Sale/,3,0,0
Google Chicago Campus Ladies Tee,Home/Sale/,3,0,0
Google Recycled Notebook Set Natural,Notebooks,4,0,0
Android Iconic Hat Black,Android,2,0,0
Google Mountain View Campus Zip Hoodie,Campus Collection,7,0,0
Noogler Android Figure,Lifestyle,11,0,0
Google Campus Bike Eco Tee Navy,Google,1,0,0
Google Black Tee,Home/Shop by Brand/Google/,1,0,0
Google Beekeepers Onesie Pink,Home/Shop by Brand/Google/,1,0,0
Google Campus Bike Eco Tee Navy,Home/Shop by Brand/Google/,1,0,0
Google Cotopaxi Shell,Home/Shop by Brand/Google/,1,0,0
Google Beekeepers Toddler Tee Pink,Home/Shop by Brand/Google/,1,0,0
Google Beekeepers Youth Tee Pink,Home/Shop by Brand/Google/,1,0,0
Google Boulder Campus Unisex Tee,Home/Shop by Brand/Google/,1,0,0
Google Beekeepers Tee Mint,Home/Shop by Brand/Google/,1,0,0
Google Boulder Campus Zip Hoodie,Home/Shop by Brand/Google/,1,0,0
Google Boulder Campus Ladies Tee,Home/Shop by Brand/Google/,1,0,0
Google Chicago Campus Ladies Tee,Campus Collection,1,0,0
Google Campus Bike Corkbase Mug Blue,Lifestyle,3,0,0
Google Chicago Campus Lapel Pin,Home/Campus Collection/,6,0,0
Google Austin Campus Lapel Pin,Home/Campus Collection/,7,0,0
Android Iconic Hat White,Home/Apparel/,10,0,0
Android Iconic Socks,Home/Apparel/,3,0,0
Android Pocket Onesie White,Home/Apparel/,1,0,0
Android Garden Tee Orange,Home/Apparel/,3,0,0
Android Iconic Crewneck Sweatshirt,Home/Apparel/,1,0,0
Android Pocket Onesie Navy,Home/Apparel/,3,0,0
Google Land & Sea Unisex Tee,Home/Apparel/Women's/,12,0,0
Android Pocket Tee Green,Android,1,0,0
Google Women's Striped L/S,Apparel,2,0,0
Google Incognito Dopp Kit V2,Lifestyle,3,0,0
Google Heather Green Speckled Tee,Men's T-Shirts,1,0,0
Google Incognito Techpack V2,Lifestyle,1,0,0
Google Campus Bike Mini Backpack,Lifestyle/,3,0,0
Google Incognito Zip Pack,Lifestyle/,3,0,0
Google Seaport Tote,Lifestyle/,3,0,0
Mural Food Container,Lifestyle/,3,0,0
Google Incognito Techpack V2,Lifestyle/,3,0,0
Google Campus Bike,Lifestyle/,4,0,0
Google Incognito Dopp Kit V2,Lifestyle/,3,0,0
Supernatural Paper Backpack,Lifestyle/,3,0,0
Google Incognito Flap Pack,Lifestyle/,3,0,0
Google Incognito Messenger Bag,Lifestyle/,3,0,0
Google Incognito Laptop Organizer,Lifestyle/,3,0,0
Snowflake Android Cardboard Sculpture,Small Goods,1,0,0
Google Soft Modal Scarf,Home/Apparel/Women's/,4,0,0
Google Men's Puff Jacket Black,Home/Apparel/,3,0,0
Google Women's Puff Jacket Black,Home/Apparel/,3,0,0
Google Men's Tech Fleece Vest Charcoal,Home/Apparel/,3,0,0
Google Sherpa Zip Hoodie Navy,Home/Apparel/,4,0,0
Google Men's Softshell Moss,Home/Apparel/,4,0,0
Google Women's Softshell Moss,Home/Apparel/,3,0,0
Google Women's Tech Fleece Grey,Home/Apparel/,3,0,0
Google Sherpa Vest Black,Women's,11,0,0
Google Eco Tee Black,Men's / Unisex,10,0,0
Supernatural Paper Backpack,Google,1,0,0
Google Clear Framed Blue Shades,Google,1,0,0
Google Medium Pet Leash (Red/Yellow),Shop by Brand,1,0,0
Mural Food Container,Shop by Brand,1,0,0
Google Land & Sea Mug,Shop by Brand,2,0,0
Google Medium Pet Collar (Red/Yellow),Shop by Brand,2,0,0
Google Blue Stojo Cup,Eco-Friendly,2,0,0
Google Women's Tech Fleece Vest Charcoal,Apparel,4,0,0
Google Men's Softshell Moss,Men's / Unisex,3,0,0
Google SF Campus Zip Hoodie,Sale,4,0,0
Supernatural Paper Tote,New,1,0,0
Google Chicago Campus Unisex Tee,Sale,7,0,0
Google Beekeepers Youth Tee Pink,Home/Sale/,3,0,0
Google Youth Badge Tee Navy,Home/Sale/,4,0,0
Stan and Friends Youth Tee Green,Home/Sale/,3,0,0
Google Chicago Campus Zip Hoodie,Sale,4,0,0
Google Recycled Pen Black,Stationery,3,0,0
Android Pocket Tee Green,Men's T-Shirts/,1,0,0
Android Pocket Tee Navy,Men's T-Shirts/,2,0,0
Android Iconic Hat White,Home/Shop by Brand/Android/,2,0,0
Android Iconic Backpack,Home/Shop by Brand/Android/,2,0,0
Android Iconic Pin,Home/Shop by Brand/Android/,3,0,0
Android Iconic 4&quot; Decal,Home/Shop by Brand/Android/,2,0,0
Android Iconic Hat Green,Home/Shop by Brand/Android/,2,0,0
Stainless Straight Straw/Cleaner,Lifestyle/Drinkware/,12,0,0
Google Eco Tee Black,Men's T-Shirts,1,0,0
Google F/C Long Sleeve Tee Charcoal,Men's T-Shirts,1,0,0
Google Packable Bag Black,Google,2,0,0
Android Large Removable Sticker Sheet,Shop by Brand,1,0,0
Google Super G Tumbler (Red Lid),Eco-Friendly,2,0,0
Android Jotter Task Pad,Home/Shop by Brand/Android/,2,0,0
Google Mountain View Campus Ladies Tee,Home/Sale/,7,0,0
Google Clear Framed Yellow Shades,Lifestyle,2,0,0
Google LA Campus Bottle,Shop by Brand,1,0,0
Google Magnet,Lifestyle,7,0,0
Google F/C Long Sleeve Tee Ash,Men's / Unisex,6,0,0
Google Chicago Campus Tote,Campus Collection,2,0,0
Google Cambridge Campus Sticker,Sale,5,0,0
Google Light Pen Red,Google,1,0,0
Google Emoji Magnet Set,Google,3,0,0
Google Badge Heavyweight Pullover Black,Apparel,6,0,0
Google Crewneck Sweatshirt Grey,Google,5,0,0
Google Youth Hero Tee Maroon,Google,2,0,0
Google Cork Pencil Pouch,Lifestyle/Bags/,6,0,0
Google Sustainable Pencil Pouch,Lifestyle/Bags/,6,0,0
#IamRemarkable Tote,Lifestyle/Bags/,6,0,0
Google Small White Gift Bag 5/PK,Lifestyle/Bags/,6,0,0
Google Mural Bottle,Lifestyle,3,0,0
#IamRemarkable Ladies T-Shirt,Home/Apparel/,7,0,0
Google Laptop Sleeve Charcoal,Lifestyle/,1,0,0
Google Packable Bag Black,Lifestyle/,1,0,0
Google Lapel Pin,Lifestyle/,1,0,0
Google Cloth & Pouch Black,Lifestyle/,1,0,0
Google Mesh Bag Blue,Lifestyle/,1,0,0
Android Iconic Glass Bottle Green,Lifestyle/,2,0,0
Google Felt Luggage Tag,Lifestyle/,1,0,0
Google Chrome Dinosaur Collectible,Lifestyle/,1,0,0
Google Clear Framed Blue Shades,Lifestyle,4,0,0
Google Cloth & Pouch Black,Lifestyle,3,0,0
Google Mini Kick Ball,Lifestyle,3,0,0
Android Iconic Beanie,Apparel,1,0,0
Google Boulder Campus Ladies Tee,Sale,4,0,0
Google Perk Thermal Tumbler,Shop by Brand,4,0,0
Stan and Friends Youth Tee Green,Sale,1,0,0
#IamRemarkable Unisex Hoodie,Apparel,5,0,0
Google Boulder Campus Unisex Tee,Campus Collection,5,0,0
Google Light Pen Blue,Shop by Brand,1,0,0
Android Iconic Pen,Office/,2,0,0
Google Confetti Slim Task Pad,Office/,2,0,0
Google Recycled Writing Set,Office/,2,0,0
Google Pen Lilac,Office/,2,0,0
Keyboard DOT Sticker,Office/,2,0,0
